ia_fund_name,ia_management_company,ia_sector,isin,resolved_name,status,confidence,triage_reason
GAM Multistock - Luxury Brands Equity,GAM (Luxembourg) S.A.,Global,LU0487283912,GAM Multistock - Luxury Brands Equity GBP C,matched,1.0,
"GMO Climate Change Investment Fund, a sub-fund of GMO Investments ICAV","GMO (Grantham, Mayo, Van Otterloo & Co. LLC)",Global,,,unresolved,,
"GMO Climate Change Select Investment Fund, a sub-fund of GMO Investments ICAV","GMO (Grantham, Mayo, Van Otterloo & Co. LLC)",Global,,,unresolved,,
"GMO Quality Investment Fund, a sub-fund of GMO Funds PLC","GMO (Grantham, Mayo, Van Otterloo & Co. LLC)",Global,,,unresolved,,
Goldman Sachs Global CORE Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Global,LU2402021823,Goldman Sachs Global CORE Equity Portfolio I Acc SEK Snap,matched,1.0,
Goldman Sachs Global Small Cap CORE Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Global,LU1664571657,Goldman Sachs Global Small Cap CORE Equity Portfolio I Inc GBP Close,matched,1.0,
Goldman Sachs Global Millennials Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Global,LU1698129266,Goldman Sachs Global CORE Equity Portfolio R Acc EUR Snap,review,0.8262,no decisive brand/region/style signal
GS Global Equity Partners ESG,Goldman Sachs Asset Management Fund Services Limited,Global,LU0417259313,Goldman Sachs Global Equity Partners ESG Portfolio I Acc EUR,matched,0.8701,
Goldman Sachs Global Environmental Impact Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Global,LU2133327911,Goldman Sachs Global Environmental Impact Equity Portfolio Class I Shares Acc EUR,matched,1.0,
Goldman Sachs Multi-Manager Global Equity Portfolio,Goldman Sachs Asset Management Fund Services Limited,Global,LU0856132518,Goldman Sachs Funds II - Goldman Sachs Multi-Manager Global Equity Portfolio I USD Acc,matched,0.9471,
GQG Partners Global Equity Fund,GQG Partners LLC,Global,AU60ETL73771,GQG Partners Global Equity Fund,matched,1.0,
GQG Partners Global Quality Value Fund,GQG Partners LLC,Global,AU60ETL84570,GQG Partners Global Quality Value Fund,matched,1.0,
Guinness Global Innovators Fund,Guinness Asset Management Ltd,Global,IE00BQXX3N15,Guinness Global Innovators Fund Z GBP ACC,matched,1.0,
Guinness Global Quality Mid Cap,Guinness Asset Management Ltd,Global,IE00BN0W2Y47,Guinness Asset Management Funds plc - Guinness Global Quality Mid Cap I EUR Accumulation,matched,0.8733,
Heartwood Adventurous Fund,Handelsbanken Wealth & Asset Management,Global,GB00BFMW0S60,Handelsbanken Adventurous Fund I Acc,unresolved,0.635,
HL Multi-Manager Special Situations Trust,Hargreaves Lansdown Fund Managers Limited,Global,GB0030281066,HL Multi-Manager Special Situations Trust A Acc,matched,0.9833,
HL Select Global Growth Shares,Hargreaves Lansdown Fund Managers Limited,Global,GB00BJFVF381,HL Select Umbrella Trust - HL Select Global Growth Shares Fund Class A GBP Acc,review,0.8444,no decisive brand/region/style signal
HBOS International Growth Fund,HBOS Investment Fund Managers Limited,Global,US55273E8488,MFS International Growth Fund Class I,review,0.7843,no decisive brand/region/style signal
Kopernik Global All-Cap Equity Fund,Heptagon Capital Limited,Global,IE000JIZVX47,Heptagon Fund ICAV - Kopernik Global All-Cap Equity Fund Z USD,matched,0.9337,
Heptagon Future Trends Equity Fund,Heptagon Capital Limited,Global,IE00BYWKN283,Heptagon Fund ICAV - Heptagon Future Trends Equity Fund CG GBP Acc,matched,0.924,
WCM Global Equity Fund,Heptagon Capital Limited,Global,IE00BYZ0B106,Heptagon Fund ICAV - WCM Global Equity Fund CGD GBP Inc,matched,0.8523,all distinctive IA tokens present and brand agrees
Qblue Global Sustainable Leaders Fund,Heptagon Capital Limited,Global,IE00BJXBP856,Brown Advisory Global Leaders Sustainable Fund Class B GBP Acc Shares,unresolved,0.6366,
Federated Hermes Global Equity ESG Fund,Hermes Fund Managers Ireland Limited,Global,IE00BMD6CS05,Federated Hermes Global Equity ESG Pathway Fund Class I USD ACC,matched,0.9831,
Federated Hermes Global Small Cap Equity Fund,Hermes Fund Managers Ireland Limited,Global,IE00BDRJLJ65,Federated Hermes Global Small Cap Equity Fund Class X EUR Accumulating,matched,0.9653,
Federated Hermes SDG Engagement Equity Fund,Hermes Fund Managers Ireland Limited,Global,US31423A4085,Federated Hermes SDG Engagement Equity Fund Class R6 Shares,matched,0.9902,
Federated Hermes Sustainable Global Equity Fund,Hermes Fund Managers Ireland Limited,Global,IE00BNKVQP04,Federated Hermes Sustainable Global Equity Fund X GBP Accumulating,matched,0.9691,
Global Concentrated Equity,iM Global Partner AM,Global,CA31618E4215,Fidelity Global Concentrated Equity Fund Series A,matched,0.8952,
Impax Global Equity Opportunities Fund,Impax Asset Management Ireland Limited,Global,IE00BJKWZF83,Impax Global Equity Opportunities EUR X Accumulation,matched,1.0,
Impax Environmental Leaders Fund,Impax Asset Management Ireland Limited,Global,IE00BYQNSF13,Impax Environmental Leaders (Ireland) GBP X Accumulation,matched,0.9663,
Impax Environmental Markets (Ireland) Fund,Impax Asset Management Ireland Limited,Global,IE00BYQNSD98,Impax Environmental Markets (Ireland) GBP X Accumulation,matched,1.0,
Impax Global Social Leaders Fund,Impax Asset Management Ireland Limited,Global,IE000B3ZUCL8,Impax Global Social Leaders GBP X Accumulation,matched,1.0,
Invesco Global Smaller Companies Fund (UK),Invesco,Global,GB00B8N46D97,Invesco Global Smaller Companies Fund (UK) Z (Acc),matched,1.0,
Invesco Global Equity Fund (UK),Invesco,Global,GB00B8N45Y36,Invesco Global Equity Fund (UK) Z (Acc),matched,1.0,
Invesco Global Focus Fund – UK,Invesco,Global,GB00B8N46285,Invesco Global Focus Fund (UK) Z (Acc),matched,0.92,
Invesco Global ex UK Enhanced Index Fund (UK),Invesco,Global,GB00BZ8GWT74,Invesco Global ex UK Enhanced Index Fund (UK) Z (Acc),matched,1.0,
Invesco Global ex UK Core Equity Index Fund (UK),Invesco,Global,GB00BTZGZ338,Invesco Global ex UK Core Equity Index Fund (UK) Z Acc,matched,1.0,
Invesco Global Consumer Trends Fund,Invesco,Global,JP90C000MXZ8,Invesco Global Consumer Trends Fund A (Hedged),matched,1.0,
IFSL Marlborough Global Innovation Fund,Investment Fund Services Limited,Global,GB0032832841,IFSL Marlborough Global Innovation Fund Class A Accumulation,matched,0.9829,
IFSL Church House Esk Global Equity Fund,Investment Fund Services Limited,Global,GB00BNFX4L36,IFSL Church House Esk Global Equity Fund A Acc,matched,0.9833,
IFSL Ravenscroft Global Blue Chip Fund,Investment Fund Services Limited,Global,GB00BZ3T3W15,IFSL Titan Global Blue Chip Fund B Acc,review,0.7845,no decisive brand/region/style signal
IFSL Evenlode Global Equity,Investment Fund Services Limited,Global,GB00BMFX2893,IFSL Evenlode Global Equity B GBP Accumulation,matched,0.9786,
IFSL Arbion Global Opportunities Fund,Investment Fund Services Limited,Global,GB00BQPG1452,IFSL Arbion Global Opportunities I GBP Acc,matched,0.9818,
IFSL Rockhold Global Equity,Investment Fund Services Limited,Global,GB00BNM3D752,IFSL Rockhold Global Equity Fund Class A GBP Acc,matched,0.9786,
IFSL Meon Adaptive Growth,Investment Fund Services Limited,Global,GB00BMQ8V537,IFSL Meon Adaptive Growth Fund P GBP Acc,matched,0.9769,
IFSL Marlborough Global SmallCap,Investment Fund Services Limited,Global,GB00BN4HRM85,IFSL Marlborough Global SmallCap I GBP Accumulation,matched,0.9818,
IFSL CPN Global Opportunities,Investment Fund Services Limited,Global,GB00BQ0KCP08,IFSL 7IM Global Opportunities Class X GBP Acc,review,0.82,no decisive brand/region/style signal
IFSL Church House Human Capital Fund,Investment Fund Services Limited,Global,GB00BPXVP323,IFSL Church House Human Capital Fund Class B GBP Accumulation,matched,0.9812,
IFSL Titan Square Mile Global Equities,Investment Fund Services Limited,Global,GB00BS1J9S27,IFSL Titan Square Mile Global Equities Fund X GBP Accumulation,matched,0.9846,
The IFSL Titan Global Equity,Investment Fund Services Limited,Global,GB00BS1J9M64,IFSL Titan Global Equity Fund X GBP Accumulation,review,0.8533,no decisive brand/region/style signal
JOHCM Global Select Fund,J O Hambro Capital Management Limited,Global,IE00B3DCMB82,JOHCM Global Select GBP Z,matched,1.0,
JOHCM Global Opportunities Fund,J O Hambro Capital Management Limited,Global,GB00BJ5JMC04,JOHCM Global Opportunities Fund I GBP Acc,matched,1.0,
J O Hambro Capital Management Global Opportunities Fund,J O Hambro Capital Management Limited,Global,IE00B83MS159,J O Hambro Capital Management Global Opportunities Fund Offshore GBP Z Shares,matched,0.9685,
Regnan Sustainable Water and Waste Fund,J O Hambro Capital Management Limited,Global,GB00BMYXD320,Regnan Sustainable Water and Waste Fund I GBP,matched,0.9829,
Regnan (Ire) Global Mobility and Logistics Fund,J O Hambro Capital Management Limited,Global,IE000MNZJ3K0,Regnan (Ire) Global Mobility and Logistics Fund Euro I,matched,0.9517,
Alpha UCITS SICAV J. Stern & Co. World Stars Global Equity Fund,J. Stern & Co. LLP,Global,LU1979604003,Alpha UCITS SICAV - J. Stern & Co. World Stars Global Equity Fund A1 GBP,matched,1.0,
JPM Multi-Manager Growth Fund,J.P. Morgan Asset Management,Global,GB00BTF80V28,JPM Multi-Manager Growth Fund X - Net Accumulation,matched,0.9933,
JPM Global Unconstrained Equity Fund,J.P. Morgan Asset Management,Global,GB00B1YX7T95,JPM Global Unconstrained Equity Fund B - Net Accumulation,matched,1.0,
JPM Global Focus Fund,J.P. Morgan Asset Management,Global,GB00BRC2MH35,JPM Global Focus Fund C GBP Accumulation,matched,1.0,
JPM Global Research Enhanced Index Equity Fund,J.P. Morgan Asset Management,Global,GB00BMZ1GV46,JPM Global Research Enhanced Index Equity Fund X Accumulation,matched,1.0,
JPMorgan Fund ICVC - JPM Global Sustainable Equity Fund,J.P. Morgan Asset Management,Global,,,unresolved,,
JPM Global Focus Fund,J.P. Morgan Asset Management,Global,GB00BRC2MH35,JPM Global Focus Fund C GBP Accumulation,matched,1.0,
Janus Henderson Global Equity Fund,Janus Henderson Investors,Global,US47103X4925,Janus Henderson Global Equity Income Fund Class I,matched,1.0,
Janus Henderson Multi-Manager Global Select Fund,Janus Henderson Investors,Global,GB00B8B6NJ28,Janus Henderson Multi-Manager Global Select Fund I Acc,matched,1.0,
Janus Henderson Global Sustainable Equity Fund,Janus Henderson Investors,Global,GB00B71DPP64,Janus Henderson Global Sustainable Equity Fund I Acc,matched,1.0,
Janus Henderson Institutional Global 50/50 Index Opportunities Fund,Janus Henderson Investors,Global,GB00B1809L28,Janus Henderson Institutional Global (50/50) Index Opportunities Fund 3 Acc,matched,1.0,
Janus Henderson Horizon Global Smaller Companies Fund,Janus Henderson Investors,Global,LU2914768218,Janus Henderson Horizon Global Smaller Companies Fund M2 GBP,matched,1.0,
Janus Henderson Global Smaller Companies Fund,Janus Henderson Investors,Global,GB00BP47T486,Janus Henderson Global Smaller Companies Fund I GBP Acc,matched,1.0,
Jupiter Ecology Fund,Jupiter Unit Trust Managers Limited,Global,GB00B4KLC262,Jupiter Ecology Fund I Acc,matched,1.0,
Jupiter Fund of Investment Trusts,Jupiter Unit Trust Managers Limited,Global,GB00B6R1VR15,Jupiter Fund of Investment Trusts I Acc,matched,1.0,
Jupiter Merian Global Equity Fund,Jupiter Unit Trust Managers Limited,Global,GB00B1XG9821,Jupiter Merian Global Equity Fund I GBP Acc,matched,1.0,
Jupiter Merlin Worldwide Portfolio,Jupiter Unit Trust Managers Limited,Global,GB00B53LG951,Jupiter Merlin Worldwide Portfolio I Acc,matched,1.0,
Jupiter Global Value Fund,Jupiter Unit Trust Managers Limited,Global,GB00BF5DRJ63,Jupiter Global Value Equity Fund X Acc,matched,0.9498,
Jupiter Merian World Equity Fund,Jupiter Unit Trust Managers Limited,Global,IE00B8XXJW62,Jupiter Merian World Equity Fund I GBP Acc,matched,1.0,
Jupiter Global Value Equity Fund,Jupiter Unit Trust Managers Limited,Global,GB00BF5DRJ63,Jupiter Global Value Equity Fund X Acc,matched,1.0,
Jupiter Global Sustainable Equities Fund,Jupiter Unit Trust Managers Limited,Global,FI4000410451,Nordea Sustainable Equities Global Fund I Acc EUR,unresolved,0.6887,
Lansdowne (Lux) Developed Markets Fund,Lansdowne Partners (UK) LLP,Global,LU2702284709,Lansdowne (Lux) Developed Markets Fund A GBP Acc,matched,1.0,
Latitude Global Fund,Latitude Investment Management LLP,Global,IE00BMT7RH14,Latitude Global Fund GBP Acc,matched,1.0,
Lazard Global Equity Select Fund,Lazard Fund Managers (Ireland) Limited,Global,IE00B8NC1B64,Lazard Global Listed Infrastructure Equity Fund C Acc GBP,review,0.7318,no decisive brand/region/style signal
Lazard Global Equity Franchise,Lazard Fund Managers (Ireland) Limited,Global,IE00BYR8Q289,Lazard Global Equity Franchise Fund A Acc GBP,matched,1.0,
Lazard Managed Equity Fund Inst Acc,Lazard Fund Managers Limited,Global,GB0032009606,Lazard Managed Equity Fund A Acc,matched,0.8988,
Legal & General Future World Infrastructure Index Fund,Legal & General Investment Management Limited,Global,GB00BNVR9F87,Legal & General Future World Infrastructure Index Fund I GBP Acc,matched,1.0,
L&G Climate Action Active Global Equity Fund,Legal & General Investment Management Limited,Global,GB00BSMMMZ88,L&G Climate Action Active Global Equity Class I Income,matched,0.985,
L&G CLIMATE ACTION GLOBAL EQUITY FUND,LGIM Managers (Europe) Limited,Global,LU1824427717,L&G Climate Action Global Equity Fund Class I USD Acc,matched,0.9818,
Lindsell Train Global Equity Fund,Lindsell Train Limited,Global,IE00051RD3C4,Lindsell Train Global Funds plc - Lindsell Train Global Equity Fund B GBP Acc,matched,0.88,
Liontrust Sustainable Future Global Growth Fund,Liontrust Investment Partners LLP,Global,GB0030030067,Liontrust Sustainable Future Global Growth Fund Class 2 Net Accumulation,matched,1.0,
Liontrust Global Innovation Fund,Liontrust Investment Partners LLP,Global,GB0030679053,Liontrust Global Innovation Fund A Acc GBP,matched,1.0,
Liontrust Global Alpha Fund,Liontrust Investment Partners LLP,Global,GB0031190449,Liontrust Global Alpha Fund A Acc GBP,matched,1.0,
Liontrust Global Smaller Companies Fund,Liontrust Investment Partners LLP,Global,GB00B29MXF68,Liontrust Global Smaller Companies Fund C Acc GBP,matched,1.0,
LO Funds - Social Systems Change,Lombard Odier Funds (Europe) S.A.,Global,LU1992118460,LO Funds - Social Systems Change (EUR) IA,matched,0.9647,
LO Funds - Planetary Transition,Lombard Odier Funds (Europe) S.A.,Global,LU2581982803,"LO Funds - Planetary Transition, (EUR) MA",matched,0.9633,
LO Funds - Circular Economy,Lombard Odier Funds (Europe) S.A.,Global,LU2212495340,Lombard Odier Funds - Circular Economy (EUR) IA,review,0.7651,no decisive brand/region/style signal
LO Funds - World Brands,Lombard Odier Funds (Europe) S.A.,Global,LU1809975987,LO Funds - World Brands Fund (EUR) I A,matched,0.9294,
LO Funds – TargetNetZero Global Equity,Lombard Odier Funds (Europe) S.A.,Global,LU1598840582,LO Funds - TargetNetZero Global Equity (CHF) IA,matched,0.9714,
Lord Abbett Global Equity Fund,Lord Abbett (Ireland) Ltd,Global,US54400A6212,Lord Abbett Global Equity Fund Class I,matched,1.0,
M&G Global Themes Fund,M&G Securities Limited,Global,GB0030932676,M&G Global Themes Fund EUR A Acc,matched,1.0,
M&G Global Sustain Paris Aligned,M&G Securities Limited,Global,GB00B77HHZ62,M&G Global Sustain Paris Aligned Fund Sterling I Acc,matched,0.972,
M&G Global Strategic Value Fund,M&G Securities Limited,Global,GB00B6173L33,M&G Global Strategic Value Fund Sterling I Acc,matched,0.9552,
M&G Positive Impact fund,M&G Securities Limited,Global,GB00BG886B02,M&G Positive Impact Fund Sterling I Acc,matched,0.9253,
M&G Global AI Themes,M&G Securities Limited,Global,GB00BPSN8T09,M&G Global AI Themes Fund Sterling I Accumulation,matched,0.9306,
Margetts International Strategy Fund,Margetts Fund Management Ltd,Global,GB0007021685,Margetts International Strategy Acc,matched,1.0,
Prima Adventurous Fund,Margetts Fund Management Ltd,Global,GB00BKWHS931,Prima Adventurous Fund Acc,matched,1.0,
MGTS Progeny Dynamic Equity Fund,Margetts Fund Management Ltd,Global,GB00BM8F1Z25,MGTS Progeny Dynamic Equity Fund GBP Acc,matched,1.0,
MGTS Progeny Systematic Equity Fund,Margetts Fund Management Ltd,Global,GB00BM8F3L29,MGTS Progeny Systematic Equity Fund GBP Acc,matched,1.0,
MGTS Aequitas Adventurous Fund,Margetts Fund Management Ltd,Global,GB00BM92CQ05,MGTS Aequitas Adventurous Fund R Acc,matched,0.9769,
MGTS Downing Fox 100% Equity,Margetts Fund Management Ltd,Global,GB00BVLKBS05,MGTS DOWNING FOX FUNDS ICVC - MGTS Downing Fox 100% Equity Class B GBP Accumulation,review,0.8438,no decisive brand/region/style signal
MGTS Qualis Growth,Margetts Fund Management Ltd,Global,GB00BQ66LK08,MGTS Qualis Growth Fund I GBP Acc,matched,0.9684,
MGTS Seven Rivers Equity Fund,Margetts Fund Management Ltd,Global,GB00BP6GBT23,MGTS Seven Rivers Equity Fund GBP Accumulation,matched,1.0,
MGTS Fairstone Equity Fund,Margetts Fund Management Ltd,Global,GB00BSLLW238,MGTS Fairstone Equity Fund GBP Acc,matched,1.0,
MGTS Progeny Systematic ProFolio Equity Fund,Margetts Fund Management Ltd,Global,GB00BTRTPD05,MGTS Progeny Systematic ProFolio Equity Fund Acc,matched,1.0,
MGTS Seven Rivers Responsible Equity Fund,Margetts Fund Management Ltd,Global,GB00BMTQFS57,MGTS Seven Rivers Responsible Equity Fund GBP Accumulation,matched,1.0,
McInroy & Wood Smaller Companies Fund,McInroy & Wood Portfolios Ltd,Global,GB00BMWG6019,McInroy & Wood Smaller Companies Fund Acc,matched,1.0,
MFS Meridian Global Equity Fund,MFS International (UK) Ltd,Global,LU0219433983,MFS Meridian Funds - Global Equity Fund I1 GBP,matched,1.0,
MFS Meridian Global Concentrated Fund,MFS International (UK) Ltd,Global,LU0648598976,MFS Meridian Funds - Global Concentrated Fund I1 GBP,matched,1.0,
MFS Meridian Global Research Focused Fund,MFS International (UK) Ltd,Global,LU0648599784,MFS Meridian Funds - Global Research Focused Fund I1 GBP,matched,1.0,
MFS Meridian Global Equity Fund,MFS International (UK) Ltd,Global,LU0219433983,MFS Meridian Funds - Global Equity Fund I1 GBP,matched,1.0,
MFS Meridian Global Intrinsic Value Fund,MFS International (UK) Ltd,Global,LU1914600736,MFS Meridian Funds - Global Intrinsic Value Fund I1 GBP,matched,1.0,
MFS Meridian Funds - Contrarian Value Fund,MFS International (UK) Ltd,Global,LU1985813135,MFS Meridian Funds - Contrarian Value I1 GBP,matched,1.0,
Mirabaud - Sustainable Global Focus,Mirabaud Asset Management (Europe) S.A,Global,LU2153606954,Mirabaud - Sustainable Global Focus CH EUR Acc,matched,1.0,
